"company","school","score","TOEIC","T.Speaking","OPIC","language","cert.ea_mean","overseas_exp","intern","prize","CSS"
"타이코에이엠피주식회사","대졸","3.53/4.5","830점","Lv7","IM3","1.2개","2.1개","1.3회","1.6회","3회","2.3회"
"대덕전자(주)","고졸","-","-","-","-","1개","1.8개","-","-","-","-"
"대덕전자(주)","초대졸","3.48/4.5","735점","Lv7","-","1개","1.6개","1회","1회","3회","1회"
"대덕전자(주)","대졸","3.5/4.5","803점","Lv6","IM2","1.1개","1.9개","1.3회","1.8회","2.5회","1.5회"
"(주)성철사","초대졸","3.84/4.5","-","-","-","1개","1.9개","-","-","-","-"
"(주)성철사","대졸","3.5/4.5","706점","Lv6","-","1.5개","2.6개","2회","-","-","1회"
"온세미컨덕터코리아(주)","고졸","-","-","-","-","-","2.1개","-","-","-","1회"
"온세미컨덕터코리아(주)","초대졸","3.61/4.5","448점","-","-","-","2.4개","1.5회","-","1회","3회"
"온세미컨덕터코리아(주)","대졸","3.57/4.5","822점","Lv6","IM3","1.3개","1.9개","1.5회","1.4회","1.3회","1.8회"
"씨제이씨지브이(주)","초대졸","3.42/4.5","592점","Lv5","IL","1.3개","2개","1회","1회","-","2회"
"씨제이씨지브이(주)","대졸","3.58/4.5","822점","Lv6","IM3","1개","1.8개","1.1회","1.1회","1.5회","1.2회"
"(주)에스엠엔터테인먼트","대졸","3.47/4.5","803점","Lv6","IM2","1.2개","2.1개","1.3회","1.7회","1.5회","1.4회"
"(주)케이씨","대졸","3.55/4.5","848점","Lv6","IM3","-","2.2개","1회","1.3회","1.7회","1.8회"
"(주)에스에프에이반도체","고졸","-","-","-","-","-","2.1개","-","-","-","-"
"(주)에스에프에이반도체","대졸","3.55/4.5","829점","Lv6","IM3","1개","2.1개","1회","1회","1회","1회"
"(주)스마일게이트 엔터테인먼트","초대졸","3.64/4.5","910점","Lv6","IM2","-","1.3개","1회","1회","1회","2회"
"(주)스마일게이트 엔터테인먼트","대졸","3.5/4.5","808점","Lv6","IM2","1개","2.3개","1.4회","1.8회","2.3회","2.2회"
"쿠쿠전자 주식회사","고졸","-","-","-","-","-","1.5개","-","-","-","-"
"쿠쿠전자 주식회사","초대졸","3.65/4.5","-","-","-","1개","1.9개","1회","2회","1회","3회"
"쿠쿠전자 주식회사","대졸","3.67/4.5","824점","Lv5","IM3","1.7개","2.3개","1.6회","1.3회","2.1회","1.8회"
"하나마이크론(주)","고졸","-","-","-","-","-","2.2개","1회","3회","2.7회","2회"
"하나마이크론(주)","초대졸","3.53/4.5","-","-","NH","-","2.4개","1회","1회","1회","1.7회"
"하나마이크론(주)","대졸","3.53/4.5","827점","Lv6","IM2","1개","2.2개","1.6회","1.3회","1.4회","1.2회"
"일진머티리얼즈(주)","고졸","-","-","-","-","-","1.7개","1회","-","-","2회"
"일진머티리얼즈(주)","대학원졸","4.19/4.5","695점","Lv3","IM1","-","1개","1회","1회","2회","-"
"일진머티리얼즈(주)","초대졸","3.56/4.5","-","-","-","-","2.2개","-","-","-","1회"
"일진머티리얼즈(주)","대졸","3.54/4.5","760점","Lv7","IM2","1개","2.6개","1회","1회","1.3회","2.3회"
"나이스정보통신(주)","초대졸","3.73/4.5","-","-","-","1개","2.1개","1회","-","-","1회"
"나이스정보통신(주)","대졸","3.54/4.5","813점","Lv7","IM2","1개","1.9개","1회","1회","1회","1.5회"
"(주)이수페타시스","대졸","3.51/4.5","838점","Lv6","IH","1개","1.8개","1.4회","1회","4회","1회"
"(주)컴투스","고졸","-","-","-","-","-","2.5개","1회","-","1회","-"
"(주)컴투스","초대졸","3.45/4.5","510점","-","-","1개","2.1개","1회","-","1회","-"
"(주)컴투스","대졸","3.55/4.5","821점","Lv7","IM3","1.6개","2개","1.2회","2회","1.9회","1.5회"
"(주)케이티디에스","대졸","3.64/4.5","801점","Lv6","IM3","1개","1.8개","1.3회","1회","1회","1.4회"
"한국정보통신(주)","대졸","3.4/4.5","812점","Lv6","IH","1개","2.3개","1.4회","1회","1.3회","2회"
"엘지엔시스(주)","대졸","3.62/4.5","850점","Lv6","IM2","-","1.8개","1회","1회","1회","1.4회"
"가온미디어(주)","대학원졸","4.22/4.5","-","-","AL","1개","1.5개","1회","-","4회","-"
"가온미디어(주)","초대졸","3.38/4.5","-","-","-","-","2.3개","-","-","-","1회"
"가온미디어(주)","대졸","3.48/4.5","829점","Lv6","IH","1개","2개","1.5회","1회","1.9회","1.3회"
"주식회사 신성이엔지","고졸","-","-","-","-","1개","1.7개","-","-","-","-"
"주식회사 신성이엔지","초대졸","3.62/4.5","-","-","-","1개","2.6개","2회","3회","1회","-"
"주식회사 신성이엔지","대졸","3.45/4.5","732점","Lv7","IM1","1개","2개","1.2회","2회","1회","1.7회"
"대덕GDS(주)","고졸","-","-","-","-","-","1.5개","-","-","-","-"
"대덕GDS(주)","초대졸","3.9/4.5","-","-","-","-","2.3개","-","-","-","-"
"대덕GDS(주)","대졸","3.57/4.5","754점","Lv6","IH","1.3개","2.2개","1.4회","1회","-","2.2회"
"(주)신세계아이앤씨","고졸","-","-","-","-","1개","1.7개","-","-","-","-"
"(주)신세계아이앤씨","대학원졸","3.94/4.5","800점","-","-","-","2.6개","1회","1회","1회","4회"
"(주)신세계아이앤씨","초대졸","3.68/4.5","-","-","-","1개","2.1개","1회","-","1회","1회"
"(주)신세계아이앤씨","대졸","3.55/4.5","818점","Lv6","IM3","1개","2.2개","1.2회","1.1회","1.6회","1.1회"
"주식회사 카카오엠","대졸","3.46/4.5","800점","Lv6","-","1.3개","2개","1.4회","2.3회","2.3회","2.2회"
"동양이엔피(주)","대졸","3.38/4.5","753점","Lv6","-","-","2개","1회","1회","-","-"
"(주)에스아이플렉스","고졸","-","-","-","-","-","1.6개","1회","1회","-","-"
"(주)에스아이플렉스","초대졸","3.64/4.5","718점","-","-","1.5개","2.3개","1.5회","2회","1회","1회"
"(주)에스아이플렉스","대졸","3.5/4.5","740점","Lv6","IL","1.4개","2.1개","1.2회","1.9회","1.8회","1.7회"
"(주)상상인","대졸","3.5/4.5","653점","Lv6","-","-","3.2개","1회","-","-","1회"
"(주)대유플러스","고졸","-","-","-","-","-","2.1개","2회","-","2회","1회"
"(주)대유플러스","초대졸","3.53/4.5","-","-","-","-","2개","-","-","-","1회"
"(주)대유플러스","대졸","3.36/4.5","684점","-","-","2개","2.1개","1회","1회","2회","1.3회"
"나이스평가정보(주)","고졸","-","-","-","-","-","1.8개","3회","-","-","1회"
"나이스평가정보(주)","초대졸","3.6/4.5","568점","-","-","1개","2.5개","1회","1.7회","2회","1.8회"
"나이스평가정보(주)","대졸","3.47/4.5","740점","Lv5","IM2","1.1개","2개","1.1회","1.5회","1.3회","1.2회"
"씨제이올리브네트웍스(주)","초대졸","3.61/4.5","-","-","-","-","2.6개","1회","1회","2회","1.5회"
"씨제이올리브네트웍스(주)","대졸","3.6/4.5","830점","Lv6","IM3","1개","1.8개","1.2회","1.1회","1.4회","1.6회"
"(주)팬택씨앤아이","대졸","3.51/4.5","830점","Lv6","IM3","1개","2.4개","1.1회","1회","2.5회","1.8회"
"주식회사 영우디지탈","초대졸","3.37/4.5","-","-","-","1개","3개","-","-","2회","-"
"주식회사 영우디지탈","대졸","3.32/4.5","748점","Lv6","IM1","1개","2.4개","1.1회","1.3회","1회","1.3회"
"(주)히타치엘지데이터스토리지코리아","초대졸","3.46/4.5","565점","-","-","1개","1.8개","3회","2회","1회","1회"
"(주)히타치엘지데이터스토리지코리아","대졸","3.69/4.5","872점","-","IH","1.3개","2.2개","1.3회","1.5회","6회","2.3회"
"주식회사 딜라이브","고졸","-","-","-","-","-","1.3개","1회","-","-","-"
"주식회사 딜라이브","초대졸","3.55/4.5","560점","-","-","1개","2.2개","1회","1회","-","-"
"주식회사 딜라이브","대졸","3.34/4.5","850점","-","IM2","1개","2.1개","1.5회","2회","1회","2.5회"
"주식회사 필립스코리아","대졸","3.49/4.5","835점","Lv6","IM3","1.3개","1.6개","1.3회","1.6회","1.5회","1.8회"
"코오롱베니트주식회사","대학원졸","4.07/4.5","835점","Lv7","IM2","-","2.8개","1회","2회","2.7회","2회"
"코오롱베니트주식회사","초대졸","3.55/4.5","450점","-","-","1개","2.3개","1회","2.5회","3회","1.5회"
"코오롱베니트주식회사","대졸","3.47/4.5","819점","Lv5","IH","1개","2.4개","1.3회","1.2회","1.4회","1.5회"
"에스케이텔레시스(주)","초대졸","3.58/4.5","485점","-","-","2개","2.6개","1회","-","-","-"
"에스케이텔레시스(주)","대졸","3.48/4.5","803점","-","AL","-","2.4개","1.1회","1회","1회","1.5회"
"주식회사 그라비티","초대졸","3.57/4.5","785점","-","-","1개","1.8개","1.5회","-","2회","-"
"주식회사 그라비티","대졸","3.3/4.5","769점","Lv7","IH","1.2개","1.7개","1.2회","1회","-","3.5회"
"(주)다산네트웍스","고졸","-","-","-","-","-","2.7개","-","-","1회","-"
"(주)다산네트웍스","초대졸","3.35/4.5","505점","-","-","1개","2.5개","1회","-","-","2회"
"(주)다산네트웍스","대졸","3.41/4.5","798점","Lv5","IM2","1.2개","2.8개","1.2회","1.3회","2회","2.3회"
"(주)한글과컴퓨터","초대졸","3.91/4.5","640점","-","-","2개","2.3개","1회","-","3회","2.8회"
"(주)한글과컴퓨터","대졸","3.49/4.5","766점","Lv6","IM1","1개","1.6개","1.1회","1.2회","1.7회","1.5회"
"(주)세코닉스","고졸","-","-","-","-","-","1.7개","-","1회","-","1회"
"(주)세코닉스","초대졸","3.47/4.5","500점","Lv5","-","1개","1.8개","1.3회","-","-","1회"
"(주)세코닉스","대졸","3.3/4.5","-","-","-","1개","2.1개","1회","1.3회","1.5회","1.8회"
"(주)위닉스","고졸","-","-","-","-","-","1.6개","3회","-","1회","1회"
"(주)위닉스","초대졸","3.53/4.5","-","-","-","-","1.9개","-","-","-","1회"
"(주)위닉스","대졸","3.31/4.5","750점","Lv6","-","1개","1.9개","1.4회","1.8회","2회","1.8회"
"한국하니웰(주)","고졸","-","-","-","-","-","1.7개","1회","-","-","-"
"한국하니웰(주)","초대졸","3.6/4.5","-","-","-","1개","2.4개","1회","-","-","-"
"한국하니웰(주)","대졸","3.62/4.5","787점","Lv6","IM1","1개","2.1개","1.4회","1.3회","1.8회","1회"
"(주)티시스","대졸","3.54/4.5","777점","Lv6","IM1","1개","2.4개","1.4회","1회","2회","1회"
"주식회사 에이비비코리아","대졸","3.59/4.5","815점","Lv6","IH","1개","2.2개","1.2회","1회","1.3회","2회"
"(주)에스피지","초대졸","3.54/4.5","-","-","-","-","2.1개","2회","-","-","-"
"(주)에스피지","대졸","3.44/4.5","770점","-","IH","-","2.4개","1.2회","-","3회","2.5회"
"(주)제이앤티씨","고졸","-","-","-","-","2개","1.6개","1회","-","-","-"
"(주)제이앤티씨","초대졸","3.56/4.5","-","-","-","1개","2개","1회","1회","1회","1회"
"(주)제이앤티씨","대졸","3.36/4.5","640점","-","IM1","-","1.7개","-","-","-","-"
"(주)티에이치엔","대졸","3.41/4.5","682점","Lv5","-","1개","2.6개","1회","-","2회","1.5회"
"(주)디케이티","대졸","3.37/4.5","810점","Lv6","IM1","-","1.7개","1.6회","1회","1회","1.3회"
"(주)네패스","고졸","-","-","-","-","-","2개","1회","-","1.7회","1회"
"(주)네패스","대학원졸","4.16/4.5","651점","-","IM1","1.5개","1.8개","1.3회","-","2회","-"
"(주)네패스","초대졸","3.62/4.5","595점","-","-","1개","2.5개","2.7회","-","2.3회","1회"
"(주)네패스","대졸","3.57/4.5","764점","Lv6","IM2","1.3개","2.2개","1.2회","1.4회","1.7회","2회"
"(주)티시스","대졸","3.54/4.5","777점","Lv6","IM1","1개","2.4개","1.4회","1회","2회","1회"
"(주)케이엠더블유","고졸","-","-","-","-","-","2.2개","1회","1회","3회","1회"
"(주)케이엠더블유","대학원졸","4.05/4.5","713점","Lv6","IM2","1.5개","2.3개","1회","-","3회","-"
"(주)케이엠더블유","초대졸","3.68/4.5","-","-","-","-","1.9개","1회","-","2회","-"
"(주)케이엠더블유","대졸","3.46/4.5","693점","Lv6","IM2","1개","2.2개","1.7회","1.3회","1.8회","2.4회"
"주식회사 유라하네스","대졸","3.41/4.5","802점","-","-","1개","2.4개","1회","3회","-","1회"
"주식회사 알머스","대졸","3.51/4.5","-","-","NH","1.5개","2.5개","1.2회","2회","2.3회","1회"
"(주)신도리코","고졸","-","990점","-","-","1개","1.7개","-","1회","1회","1회"
"(주)신도리코","대학원졸","4.02/4.5","843점","-","IM2","1개","3.3개","1.5회","-","1회","1회"
"(주)신도리코","초대졸","3.61/4.5","650점","-","-","1개","2.1개","1.1회","1.3회","2.4회","1.3회"
"(주)신도리코","대졸","3.5/4.5","784점","Lv6","IM3","1.1개","2.1개","1.3회","1.4회","1회","1.6회"
"제이티비씨 주식회사","대졸","3.45/4.5","795점","Lv6","-","1개","1.5개","1.3회","1회","1회","1.7회"
"에스케이텔링크 주식회사","초대졸","3.51/4.5","-","-","-","-","2.7개","1회","-","-","1회"
"에스케이텔링크 주식회사","대졸","3.45/4.5","787점","Lv6","IH","1개","2.4개","1.1회","1.5회","3회","1회"
"(주)루멘스","고졸","-","-","-","-","-","2.3개","-","-","-","-"
"(주)루멘스","초대졸","3.5/4.5","-","-","-","-","2개","-","-","2회","1회"
"(주)루멘스","대졸","3.61/4.5","837점","Lv5","IM1","1.6개","3.4개","1.7회","1회","2.5회","2.7회"
"에스넷시스템(주)","초대졸","3.47/4.5","-","-","-","-","2.6개","-","-","2회","2.5회"
"에스넷시스템(주)","대졸","3.39/4.5","733점","-","-","1.1개","2.5개","1회","3회","1.8회","1.3회"
"(주)유니온","고졸","-","-","-","-","-","2개","-","-","1회","-"
"(주)유니온","초대졸","3.56/4.5","-","-","-","-","2.2개","-","-","-","-"
"(주)유니온","대졸","3.47/4.5","693점","-","-","1개","2.1개","1.3회","1.3회","1회","2회"
"(주)인터플렉스","고졸","-","700점","-","-","-","1.9개","1회","-","1회","1.3회"
"(주)인터플렉스","초대졸","3.53/4.5","655점","-","-","1개","2.1개","1.2회","1.5회","1.4회","2회"
"(주)인터플렉스","대졸","3.53/4.5","798점","Lv6","IM3","1.1개","2.1개","1.3회","1.6회","1.2회","1.8회"
"(주)케이씨텍","초대졸","3.69/4.5","-","-","-","-","2.2개","1.2회","3회","2회","1.4회"
"(주)케이씨텍","대졸","3.49/4.5","706점","Lv5","IL","1.1개","2.3개","1.2회","1회","1.6회","1회"
"(주)케이엠에이치","고졸","-","-","-","-","1개","1.7개","-","-","-","-"
"(주)케이엠에이치","초대졸","3.6/4.5","-","-","-","-","2.2개","-","-","-","-"
"(주)케이엠에이치","대졸","3.51/4.5","748점","-","-","1개","2.5개","1회","1회","1회","1.3회"
"린나이코리아(주)","고졸","-","-","-","-","-","2.1개","-","-","-","-"
"린나이코리아(주)","초대졸","3.27/4.5","-","-","-","1개","2.2개","1회","1회","3회","1회"
"린나이코리아(주)","대졸","3.62/4.5","764점","Lv6","IM2","1개","1.7개","1회","1회","2회","1.7회"
"크레신 주식회사","초대졸","3.67/4.5","698점","-","IL","1개","2.2개","1.3회","1회","4회","1회"
"크레신 주식회사","대졸","3.5/4.5","769점","Lv6","IM1","1.2개","2.2개","1.5회","1회","2.6회","1.5회"
"(주)서원인텍","고졸","-","-","-","-","1개","2.2개","1회","-","-","-"
"(주)서원인텍","초대졸","3.48/4.5","720점","-","-","1개","2.5개","1.7회","1회","2.5회","1.5회"
"(주)서원인텍","대졸","3.39/4.5","701점","-","IM2","1.3개","2.3개","1.3회","4회","1.4회","1.3회"
"(주)피씨디렉트","대졸","3.41/4.5","830점","Lv6","IH","-","1.9개","1회","1회","1회","3회"
"에스텍(주)","고졸","-","690점","-","IL","1개","1.5개","1.1회","1회","1.5회","1.1회"
"에스텍(주)","초대졸","3.62/4.5","584점","Lv5","IM3","1.1개","2개","1.1회","2.7회","1.6회","1.6회"
"에스텍(주)","대졸","3.45/4.5","684점","Lv7","IM1","1.2개","1.8개","1.4회","1.8회","1.9회","1.7회"
"(주)코스콤","초대졸","3.54/4.5","715점","-","IL","1.5개","3개","2회","-","5회","-"
"(주)코스콤","대졸","3.66/4.5","856점","Lv6","IH","-","2.1개","1.2회","1회","1.7회","1회"
"주식회사 티엠씨","고졸","-","580점","-","-","1개","1.4개","1회","-","-","-"
"주식회사 티엠씨","초대졸","3.67/4.5","-","-","-","-","2개","-","-","-","-"
"주식회사 티엠씨","대졸","3.72/4.5","843점","Lv6","-","1개","2.4개","1.3회","1회","3회","2회"
"(주)더존비즈온","초대졸","3.69/4.5","643점","-","-","1개","2.5개","1회","2회","2.3회","1.7회"
"(주)더존비즈온","대졸","3.52/4.5","677점","Lv6","IM2","1개","2.7개","1.1회","1.6회","1.8회","2.3회"
"(주)미라콤아이앤씨","대졸","3.49/4.5","774점","Lv6","IM1","1개","1.9개","1.4회","2.2회","1.7회","1.6회"
"(주)대성엘텍","고졸","-","-","-","-","-","1.6개","-","1회","-","1회"
"(주)대성엘텍","초대졸","3.55/4.5","-","-","-","1개","2.6개","3회","1회","1.5회","1.5회"
"(주)대성엘텍","대졸","3.42/4.5","665점","Lv6","IL","1.4개","1.8개","1.4회","1회","1.3회","1.1회"
"(주)코리아센터","초대졸","3.7/4.5","-","-","-","1개","2.5개","1회","4회","1.5회","1.3회"
"(주)코리아센터","대졸","3.56/4.5","728점","Lv7","IM2","1.4개","2.7개","1.2회","1.7회","1.8회","1.7회"
"(주)디에이피","고졸","-","-","-","IL","-","1.7개","-","-","1회","1회"
"(주)디에이피","초대졸","3.71/4.5","-","-","-","-","2.3개","1회","1회","3회","1회"
"(주)디에이피","대졸","3.4/4.5","753점","Lv6","IL","1개","2.2개","1.5회","2회","2회","1.8회"
"유아이엘(주)","대졸","3.47/4.5","741점","Lv6","-","-","2.1개","1.2회","3회","1회","1회"
"자화전자(주)","고졸","-","-","-","-","-","1.7개","-","-","-","-"
"자화전자(주)","초대졸","3.46/4.5","-","-","-","-","1.7개","-","-","1회","-"
"자화전자(주)","대졸","3.48/4.5","723점","-","IM2","1.3개","1.8개","1.1회","1회","-","2회"
"(주)골프존","고졸","-","-","-","-","-","1.7개","1회","-","-","-"
"(주)골프존","초대졸","3.59/4.5","600점","-","-","-","2.6개","1회","-","1회","1회"
"(주)골프존","대졸","3.58/4.5","737점","Lv7","IM3","1.2개","2.5개","1.1회","1회","1회","2회"
"(주)웹젠","대졸","3.49/4.5","678점","Lv6","IM2","1개","1.4개","1회","1회","1회","2회"
"이니텍(주)","초대졸","3.4/4.5","-","-","-","-","1.4개","1회","-","-","-"
"이니텍(주)","대졸","3.41/4.5","802점","Lv6","IM2","-","2.4개","1.3회","2.5회","1회","2.5회"
"(주)네오위즈","대학원졸","3.92/4.5","990점","-","IM2","1개","2개","1.4회","1회","1.5회","1.5회"
"(주)네오위즈","초대졸","3.72/4.5","-","-","-","1개","2.6개","1회","-","1.5회","3회"
"(주)네오위즈","대졸","3.52/4.5","809점","Lv7","IM2","1.1개","2.5개","1.3회","1.3회","1.9회","1.6회"
"유비벨록스(주)","대학원졸","4/4.5","820점","Lv5","IL","1개","2.4개","1.6회","-","1.8회","1.5회"
"유비벨록스(주)","초대졸","3.44/4.5","625점","-","-","-","2.5개","-","-","3회","-"
"유비벨록스(주)","대졸","3.53/4.5","768점","Lv6","IM2","1개","2개","1.1회","1회","1.4회","2.3회"
"(주)티에스이","초대졸","3.64/4.5","-","-","-","-","2.2개","1회","-","1회","1회"
"(주)티에스이","대졸","3.44/4.5","738점","-","IL","1개","2.1개","1.5회","3회","3회","1회"
"(주)귀뚜라미","대졸","3.42/4.5","733점","-","IL","2개","2.4개","1.5회","2회","1.7회","2.5회"
"(주)미코","대졸","3.48/4.5","729점","-","IM1","-","2.8개","1회","-","-","1.5회"
"한국알박(주)","고졸","-","-","-","-","1개","1.1개","-","-","-","-"
"한국알박(주)","초대졸","3.77/4.5","495점","-","-","1.1개","2.1개","1회","1회","1회","-"
"한국알박(주)","대졸","3.47/4.5","741점","-","IM1","1.3개","2.3개","1.4회","2회","1.8회","1.3회"
"(주)연합뉴스","고졸","-","-","-","-","-","1.9개","-","-","-","1회"
"(주)연합뉴스","대학원졸","4.1/4.5","902점","-","-","1.3개","2개","1.1회","2회","1회","-"
"(주)연합뉴스","초대졸","3.76/4.5","647점","-","-","1.5개","2.5개","1회","1회","1회","2.2회"
"(주)연합뉴스","대졸","3.52/4.5","856점","Lv7","IM3","1.5개","2.1개","1.2회","1.7회","1.6회","1.5회"
"에스케이 플래닛(주)","대졸","3.59/4.5","827점","Lv6","IM2","1개","1.8개","1.2회","1.1회","1.5회","1.3회"
"(주)토비스","초대졸","3.71/4.5","-","-","-","-","2.9개","-","1회","-","-"
"(주)토비스","대졸","3.51/4.5","777점","Lv6","IL","1.4개","1.7개","1.3회","1회","1회","2.5회"
"현대엠엔소프트(주)","대학원졸","4.2/4.5","806점","Lv6","IM1","1개","1.5개","1.5회","-","3.6회","3회"
"현대엠엔소프트(주)","대졸","3.42/4.5","874점","Lv6","IM2","1.3개","2.3개","1.9회","1.2회","1.2회","1.8회"
"성지산업주식회사","고졸","-","-","-","-","-","1개","-","-","2회","1회"
"성지산업주식회사","초대졸","3.57/4.5","-","-","-","-","2.8개","-","-","-","-"
"성지산업주식회사","대졸","3.43/4.5","748점","-","IL","1개","2.2개","1.4회","2.5회","1회","2회"
"(주) DB Inc.","대졸","3.46/4.5","822점","Lv7","IM2","1개","2.2개","1.6회","1회","3.5회","1.5회"
"주식회사 삼광","대졸","3.42/4.5","779점","-","IH","1개","2.2개","1.4회","1.2회","2.3회","1.3회"
"(주)알에프텍","고졸","-","-","-","-","-","1.5개","-","-","-","-"
"(주)알에프텍","대졸","3.68/4.5","663점","Lv6","-","1개","2.6개","1.3회","2회","3회","2회"
"(주)에스에너지","고졸","-","-","-","-","1개","2개","1회","2회","-","-"
"(주)에스에너지","초대졸","3.78/4.5","-","-","IM2","-","1.8개","1회","-","1.7회","-"
"(주)에스에너지","대졸","3.48/4.5","815점","Lv6","IM3","1.2개","2.1개","1.1회","1.8회","1.5회","2회"
"(주)농협정보시스템","대졸","3.45/4.5","764점","Lv6","IM2","1개","3개","1.3회","1회","1.5회","2.5회"
"부전전자(주)","초대졸","3.71/4.5","-","-","-","-","2.2개","2회","-","2회","1회"
"부전전자(주)","대졸","3.5/4.5","687점","Lv6","IM2","1개","1.8개","1.4회","1.3회","1.7회","1.4회"
"(주)한성","초대졸","3.63/4.5","665점","-","IH","-","1.8개","1회","1.7회","-","2.5회"
"(주)한성","대졸","3.63/4.5","778점","-","IH","1개","2.5개","1.3회","-","1회","3회"
"(주)다원시스","대졸","3.6/4.5","740점","-","-","1개","1.4개","1.3회","1.5회","1.5회","1회"
"카페24(주)","고졸","-","-","-","-","-","2.4개","-","-","1회","-"
"카페24(주)","대학원졸","4.09/4.5","655점","Lv6","IL","1개","1.8개","1.4회","2회","2.7회","2.6회"
"카페24(주)","초대졸","3.7/4.5","-","-","-","1.4개","2개","1.3회","1.5회","2.3회","2.2회"
"카페24(주)","대졸","3.52/4.5","811점","Lv6","IM1","1.2개","2.2개","1.2회","1.6회","1.6회","2.2회"
"(주)지니뮤직","대졸","3.56/4.5","773점","Lv5","IM3","1개","2.2개","1회","1회","1.5회","1.8회"
"(주)야놀자","초대졸","3.72/4.5","763점","-","IM2","1개","2개","1회","2회","2회","1회"
"(주)야놀자","대졸","3.52/4.5","768점","Lv6","IM2","1개","2.1개","1.3회","1.9회","2.1회","1.8회"
"삼화콘덴서공업(주)","고졸","-","-","-","-","-","1.4개","-","-","-","-"
"삼화콘덴서공업(주)","초대졸","3.5/4.5","-","-","-","-","2.7개","1회","-","-","-"
"삼화콘덴서공업(주)","대졸","3.58/4.5","771점","Lv6","IM2","1.3개","2.4개","1.3회","1.8회","3.5회","1.3회"
"갤럭시아디바이스 (주)","고졸","-","-","-","-","1개","2.3개","-","-","-","-"
"갤럭시아디바이스 (주)","초대졸","3.76/4.5","-","-","-","1개","2.2개","1회","2회","-","1회"
"갤럭시아디바이스 (주)","대졸","3.35/4.5","735점","-","-","1개","1.8개","1회","-","1.5회","1.5회"
"(주)인성정보","대졸","3.34/4.5","578점","-","-","1개","2.6개","1회","1.5회","2.5회","2.5회"
"제이씨현시스템(주)","고졸","-","-","-","-","-","2개","-","-","-","1회"
"제이씨현시스템(주)","초대졸","3.65/4.5","-","-","-","-","2.1개","-","-","-","-"
"제이씨현시스템(주)","대졸","3.36/4.5","748점","-","-","1.3개","1.7개","1.7회","1회","4.7회","1.2회"
"(주)콤텍시스템","초대졸","3.62/4.5","-","-","-","2개","2.7개","1회","-","1회","-"
"(주)콤텍시스템","대졸","3.49/4.5","695점","Lv6","-","1개","2.7개","1회","1회","2회","4회"
"주식회사 하나금융티아이","고졸","-","-","-","-","-","1.3개","-","-","-","-"
"주식회사 하나금융티아이","초대졸","3.64/4.5","-","-","-","-","1.8개","-","1.8회","-","1.3회"
"주식회사 하나금융티아이","대졸","3.51/4.5","773점","Lv6","IM2","1개","2개","1회","1.3회","1.3회","1.7회"
"(주)다나와","고졸","-","-","-","-","-","2개","1회","-","-","-"
"(주)다나와","대학원졸","4.06/4.5","790점","-","-","1개","1.8개","1.7회","-","2회","1.7회"
"(주)다나와","초대졸","3.67/4.5","-","-","-","1개","2.3개","1회","1.5회","1.8회","2회"
"(주)다나와","대졸","3.42/4.5","711점","Lv6","IM2","1개","2.2개","1.1회","1.4회","1.7회","1.2회"
"주식회사 오성사","고졸","-","-","-","-","-","2.1개","-","-","-","-"
"주식회사 오성사","초대졸","3.6/4.5","514점","-","-","-","2개","-","-","2회","1회"
"주식회사 오성사","대졸","3.49/4.5","736점","Lv6","IM3","1개","2.2개","1.5회","1회","3.5회","2.5회"
"(주)다날","초대졸","3.75/4.5","-","-","-","1개","2.7개","-","3회","-","-"
"(주)다날","대졸","3.42/4.5","811점","Lv6","IM3","1.3개","1.8개","1.4회","1회","2.1회","1.8회"
"넥스콘테크놀러지 주식회사","고졸","-","-","-","-","-","2.1개","1회","-","1회","-"
"넥스콘테크놀러지 주식회사","초대졸","3.57/4.5","-","-","-","-","2.2개","-","-","1회","-"
"넥스콘테크놀러지 주식회사","대졸","3.54/4.5","725점","Lv6","IM2","1.6개","2.4개","1.1회","1.5회","1.8회","1.9회"
"(주)매일방송","초대졸","3.78/4.5","-","-","-","1.7개","2.5개","1.7회","-","3회","1회"
"(주)매일방송","대졸","3.52/4.5","765점","Lv8","IL","1개","1.7개","1.3회","-","3.7회","-"
"(주)드림어스컴퍼니","초대졸","3.38/4.5","-","-","-","-","1.7개","-","-","-","-"
"(주)드림어스컴퍼니","대졸","3.44/4.5","767점","Lv6","IH","1개","1.9개","1회","2회","1.7회","1.4회"
"(주)아모텍","고졸","-","-","-","-","-","1.5개","1회","-","-","-"
"(주)아모텍","대학원졸","4.19/4.5","707점","Lv5","-","1개","1.5개","2회","-","2회","2.7회"
"(주)아모텍","초대졸","3.6/4.5","-","-","-","1개","1.9개","1.7회","-","1회","1.7회"
"(주)아모텍","대졸","3.54/4.5","787점","Lv6","IM3","1.1개","2개","1.3회","1.1회","1회","1.6회"
"에스맥(주)","고졸","-","-","-","-","1개","2개","-","-","-","-"
"에스맥(주)","초대졸","3.87/4.5","-","-","-","-","1.8개","-","-","1회","-"
"에스맥(주)","대졸","3.56/4.5","510점","-","IL","1.3개","1.5개","2회","1.5회","1회","2.5회"
"글로텍 주식회사","고졸","-","-","-","-","1개","2.3개","1회","-","-","-"
"글로텍 주식회사","대학원졸","4.15/4.5","893점","Lv6","IH","1.5개","2개","1.8회","1회","1회","5회"
"글로텍 주식회사","초대졸","3.5/4.5","-","-","-","-","2.6개","1회","-","-","-"
